y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
1864,53,81,33,57,28,66,56,77,43,99,28,52,7,8,89,46,22,24,36,73,17,53,58,15,9,72,3,63,72,27,40,8,77,84,65,95,31,98,69,99,53,74,36,27,79,78,14,92,62,27,29,92,92,74,30,71,72,100,45,18,12,27,82,68,46,100,10,53,16,49,59,100,46,76,6,79,63,44,4,72,98,2,93,48,11,45,10,85,44,12,91,59,98,39,46,34,51,88,84,24
1644,88,25,4,94,78,27,50,21,20,67,30,98,99,11,1,39,90,80,32,87,4,62,21,39,14,25,45,82,69,52,9,100,97,48,23,73,59,16,28,6,64,76,53,71,50,83,15,39,56,42,39,22,45,26,55,60,41,33,33,70,5,15,34,58,33,80,97,10,15,47,0,60,52,16,54,53,92,80,5,25,47,55,43,68,80,26,59,7,57,79,87,78,19,86,0,93,51,84,98,28
1793,33,42,64,92,89,10,84,53,79,2,26,30,95,72,80,60,66,85,3,20,3,4,91,30,87,48,76,10,6,33,26,80,73,77,100,73,17,63,68,27,29,29,24,72,37,92,25,15,38,18,63,75,82,83,45,83,90,77,42,37,92,14,30,15,25,36,2,2,89,35,19,1,97,28,41,43,85,81,10,61,29,51,31,48,63,4,25,61,16,19,64,22,97,68,79,9,38,19,77,58
2226,73,92,28,42,82,95,84,17,72,83,91,39,74,74,10,53,44,82,3,21,44,57,81,94,100,0,59,79,25,81,74,54,78,27,91,28,13,88,39,39,47,8,19,5,13,60,43,10,66,40,78,44,23,51,39,47,69,44,93,82,64,80,51,24,46,15,3,21,86,26,96,95,23,54,54,10,82,60,74,13,47,66,98,22,94,91,64,27,3,16,96,96,16,84,51,65,59,47,86,0
1892,75,13,69,18,57,47,67,23,13,94,96,42,78,55,34,23,77,81,16,66,64,13,43,91,42,4,9,60,62,25,10,4,3,11,8,32,92,92,13,94,58,64,97,9,37,69,97,34,5,42,69,93,60,97,53,85,95,31,15,4,40,9,57,11,71,6,83,88,62,37,25,50,52,0,93,59,7,13,36,11,50,73,66,94,70,57,67,61,82,15,78,37,66,13,19,100,81,99,61,100
1639,53,95,51,39,89,63,39,73,56,70,81,19,22,16,45,49,1,79,18,30,92,0,86,11,53,24,19,40,30,27,14,34,72,73,100,63,39,41,48,37,5,35,22,83,96,64,26,85,41,84,28,60,0,27,15,65,7,4,80,97,12,90,56,90,4,59,8,67,55,51,35,86,21,17,45,47,53,86,48,67,2,56,27,16,33,20,27,34,19,80,36,50,1,16,77,69,83,62,49,58
1538,22,51,42,37,53,96,35,79,59,90,56,53,13,7,15,53,46,34,22,55,57,45,18,86,19,2,52,5,52,45,61,42,20,32,54,77,26,96,17,84,61,86,76,95,58,79,97,28,90,99,40,76,36,73,13,1,69,28,21,34,31,16,34,29,18,77,25,67,2,86,26,55,73,87,20,62,33,29,24,21,3,43,61,66,46,39,27,30,73,42,39,53,68,7,19,69,83,23,32,44
2326,85,35,87,43,91,26,42,21,85,2,40,47,32,92,4,20,17,82,49,19,49,65,13,84,70,100,100,34,39,43,89,74,35,54,75,6,64,57,94,55,11,70,31,29,86,88,52,95,74,63,98,29,76,20,69,28,97,100,6,57,22,64,71,51,74,9,74,51,54,82,98,47,70,77,100,0,14,100,99,5,7,69,85,41,64,42,77,89,32,83,83,44,4,99,61,55,47,86,80,66
1663,97,63,35,1,3,70,90,41,38,58,6,66,50,53,67,35,49,9,92,44,2,9,52,63,67,25,25,21,0,88,90,81,34,32,86,13,68,0,80,54,11,8,66,81,46,37,60,22,74,18,53,62,8,62,23,58,52,36,64,79,65,57,100,85,53,12,7,13,33,37,57,70,10,67,4,79,25,70,55,11,9,6,94,37,10,87,6,45,37,76,38,13,20,34,38,51,59,31,41,36
2003,0,4,28,20,51,34,86,0,61,91,29,10,83,48,53,47,5,5,30,84,49,97,4,52,20,32,53,56,12,37,73,96,48,88,72,45,82,67,42,69,95,97,50,95,83,77,69,41,69,1,16,12,98,92,70,86,91,79,20,27,100,64,60,6,89,90,18,21,49,91,21,16,12,100,55,51,75,62,82,29,6,53,89,17,51,84,66,60,92,23,65,14,7,1,70,50,70,97,92,7
2340,9,0,94,64,79,6,25,50,95,15,86,23,81,81,38,8,2,74,14,11,13,66,53,92,77,78,70,5,90,68,65,17,92,26,26,85,82,18,1,37,31,58,1,41,81,40,3,37,80,38,11,9,20,82,74,29,74,64,39,97,60,56,27,83,91,77,79,92,34,18,1,62,31,88,76,28,21,93,38,25,75,18,88,93,28,12,84,65,47,77,47,27,53,15,37,36,54,22,66,49
2119,47,20,87,80,9,42,29,34,55,88,94,73,23,62,66,46,19,48,80,15,31,59,44,100,79,63,33,88,7,42,25,80,88,72,18,49,24,51,99,20,30,49,5,27,42,57,63,27,47,36,92,91,48,41,5,67,34,76,39,40,55,65,22,73,48,49,91,50,7,34,99,73,82,68,92,65,87,51,81,95,47,73,41,87,98,5,26,0,85,30,23,10,0,18,80,60,8,68,46,33
2529,79,85,64,64,56,0,78,89,31,80,60,39,2,77,48,20,78,32,67,49,32,100,69,86,40,71,97,72,10,20,53,94,90,36,18,66,42,87,91,37,38,84,43,31,0,67,12,42,96,11,63,46,7,97,69,100,96,62,58,72,69,100,67,24,91,48,40,79,52,95,28,95,19,54,86,1,97,18,10,73,90,20,51,6,48,62,87,69,7,24,66,41,35,25,6,54,88,66,9,23
1868,42,21,98,61,43,79,35,53,55,1,4,2,27,23,91,17,35,21,35,47,78,56,84,34,16,4,93,49,1,19,44,79,74,57,10,59,89,4,77,23,46,70,22,7,31,45,16,89,21,40,48,38,50,79,85,8,30,8,97,6,18,53,85,45,33,61,91,41,57,67,52,60,11,72,27,96,47,83,40,43,74,58,12,42,54,50,40,35,94,69,28,50,44,82,91,93,42,21,68,31
2017,28,24,79,88,49,20,25,6,76,13,4,68,35,68,8,45,34,82,89,96,47,55,54,83,35,11,42,96,76,32,61,82,6,14,96,52,1,83,33,12,74,72,45,15,69,99,50,94,100,73,100,70,88,36,72,8,4,27,20,38,0,22,87,73,78,75,27,62,42,26,61,1,71,23,67,68,75,69,11,4,90,61,46,76,8,36,50,49,0,16,10,85,19,3,44,75,47,11,78,63
1718,50,71,75,27,2,66,89,29,100,42,95,38,91,43,93,15,28,43,79,51,31,68,86,15,34,41,36,18,39,81,5,60,45,53,46,58,2,95,82,52,6,7,35,67,21,29,39,95,75,28,15,51,33,19,18,34,4,57,83,10,97,95,4,89,2,44,50,14,10,91,53,44,65,57,86,13,27,34,55,62,39,59,0,70,36,61,14,13,15,49,15,96,31,30,91,100,6,78,77,35
2047,100,59,87,16,0,100,33,64,22,42,11,12,56,99,37,76,15,46,5,40,54,89,37,29,19,75,49,58,47,23,15,90,40,27,4,10,97,97,48,86,77,9,56,94,45,39,45,38,64,9,33,95,33,84,41,94,9,77,64,6,40,15,90,88,1,70,97,22,81,47,58,94,58,70,38,31,65,8,41,33,73,87,67,81,74,26,35,8,91,87,0,50,95,46,23,28,86,41,79,88
2153,18,65,39,0,60,98,30,90,17,15,79,13,47,77,47,79,55,83,3,88,20,79,17,85,16,82,56,61,77,96,51,52,89,0,89,47,56,11,26,2,29,83,72,4,93,100,20,11,43,70,81,75,65,11,79,89,81,28,42,47,44,0,14,94,77,65,10,10,5,58,22,76,66,88,54,77,3,60,84,5,60,11,51,94,37,31,65,76,63,91,63,1,40,15,26,26,77,92,51,22
1918,64,52,45,24,12,39,25,45,6,89,97,60,22,71,48,21,38,38,60,55,29,80,60,27,40,28,59,16,60,36,13,92,7,20,8,62,11,19,81,82,88,35,72,55,80,80,34,64,6,74,20,79,72,39,43,65,89,74,34,56,92,16,63,30,70,35,5,59,63,44,46,88,80,14,8,83,0,71,26,84,15,84,21,59,79,87,96,49,60,75,63,5,48,37,59,54,35,92,50,83
1921,78,6,94,23,50,69,24,61,27,58,67,6,33,0,25,41,60,32,37,11,17,2,61,89,50,21,88,78,42,62,32,40,10,53,17,21,38,96,72,6,12,2,85,60,50,2,47,93,83,47,56,56,23,73,62,3,98,31,43,78,6,30,60,5,80,14,5,75,52,51,11,22,65,68,4,94,32,26,25,54,58,49,3,94,21,40,80,60,90,83,80,18,44,14,84,93,12,26,75,45
1808,57,82,56,11,90,51,65,98,64,39,8,39,21,95,23,88,46,45,17,13,31,81,41,92,3,31,47,100,6,40,78,41,49,34,42,82,88,11,62,85,21,38,5,23,76,92,97,29,23,3,28,41,18,21,94,47,44,58,21,41,90,77,63,42,11,43,8,4,34,79,70,10,59,22,72,30,59,85,99,8,38,77,98,100,43,79,63,42,37,16,95,61,98,83,67,45,73,21,82,35
1927,38,43,39,84,66,24,80,68,88,12,86,45,54,16,75,54,65,39,10,63,17,49,39,55,14,43,94,47,51,85,29,32,45,41,22,74,29,13,47,2,13,4,70,56,92,89,41,81,48,22,42,52,81,53,54,90,35,5,50,93,53,12,21,33,45,7,76,31,82,24,82,20,90,25,65,78,42,53,62,43,11,76,90,88,47,82,7,27,88,63,15,97,87,74,5,61,19,55,49,86
2110,91,99,62,26,39,10,13,99,3,6,65,43,87,93,84,72,16,30,78,100,35,44,73,62,61,96,6,52,12,40,21,14,0,1,14,25,45,24,63,50,83,84,28,100,30,59,32,98,29,69,60,72,74,64,98,22,93,98,59,66,39,19,89,57,68,11,25,67,29,38,57,20,90,15,77,37,64,50,1,80,25,64,68,41,87,89,38,45,77,67,48,35,9,92,46,57,62,25,49,74
2086,45,77,39,10,98,59,50,90,28,46,40,28,31,29,3,99,77,9,3,1,66,73,79,34,34,34,94,30,50,31,49,62,72,85,40,31,90,56,30,12,84,21,17,40,65,0,91,86,18,42,1,97,77,10,6,23,77,64,3,67,84,35,22,99,34,75,41,87,51,83,24,19,40,8,86,95,28,66,48,82,95,88,22,48,38,50,46,14,33,2,95,80,88,53,96,96,56,20,38,6
1782,44,32,91,73,92,89,83,56,57,59,9,52,78,3,27,99,82,62,70,7,32,59,22,85,0,53,52,98,48,64,63,51,66,71,55,17,70,51,83,67,70,12,94,4,39,10,99,55,93,3,53,81,0,21,54,51,4,14,34,100,21,12,0,20,67,84,15,0,70,55,80,62,90,5,23,92,64,6,67,28,24,57,84,61,26,7,31,30,44,11,74,71,22,54,93,46,48,46,1,60
1507,7,61,11,75,11,62,74,77,3,31,15,68,28,52,11,24,30,79,80,41,0,33,1,0,9,91,51,35,70,6,51,54,19,94,74,21,22,29,17,100,96,90,55,32,26,48,83,95,65,30,69,51,17,80,37,55,25,16,40,15,32,44,75,95,53,5,90,6,90,20,2,80,19,39,54,42,24,48,65,37,98,78,18,64,8,26,10,79,28,56,70,54,55,100,53,3,95,32,62,61
2121,21,40,68,60,47,89,69,1,32,55,21,14,4,9,66,61,29,29,33,88,35,82,73,6,19,24,50,20,93,98,16,61,25,84,37,71,69,60,12,66,1,51,2,13,17,16,16,77,26,67,40,91,78,73,99,7,60,6,37,4,58,99,96,50,27,38,47,84,48,79,91,53,46,79,32,42,84,25,62,25,46,54,92,52,49,57,99,97,90,65,7,24,93,78,33,15,20,17,10,13
1869,39,76,72,54,51,48,76,51,39,45,20,15,47,58,47,13,17,93,69,0,3,40,8,53,21,65,26,96,79,81,35,9,2,31,1,42,49,16,44,81,31,51,17,28,40,21,28,35,40,15,94,67,90,33,33,58,10,94,25,28,95,83,13,52,46,6,4,21,36,37,63,62,70,79,39,42,73,100,98,88,33,56,11,15,17,73,43,76,55,64,15,18,77,44,33,64,5,87,52,14
2187,65,15,41,5,2,87,49,17,82,4,81,9,86,61,87,100,55,33,27,35,39,78,21,7,97,45,68,32,93,95,22,42,86,89,38,3,29,75,43,44,84,83,46,5,85,56,88,87,66,20,66,14,86,65,31,90,51,63,77,24,25,41,87,44,0,79,37,9,59,89,64,32,66,63,83,54,11,96,58,22,14,54,71,67,41,22,23,55,71,70,70,79,92,28,3,52,60,38,77,97
2168,9,20,0,69,45,71,89,97,75,59,70,37,8,53,86,67,72,77,34,27,50,11,93,74,2,50,52,51,93,85,1,49,51,88,93,62,56,35,6,92,94,32,65,46,32,17,46,5,100,93,33,85,97,76,75,25,2,8,82,45,98,45,35,26,51,87,23,83,46,24,92,84,78,21,88,37,36,19,84,5,9,97,32,76,94,32,10,12,9,91,31,30,3,80,87,70,7,67,38,49
2351,91,99,10,42,5,59,87,14,13,78,86,49,32,53,64,50,99,75,5,86,72,12,98,70,57,97,39,69,25,52,1,63,41,11,98,1,4,43,17,55,69,11,29,4,5,8,40,87,64,26,76,63,62,10,90,86,82,74,50,41,61,90,12,76,57,8,75,91,55,10,83,43,16,100,0,31,100,99,100,97,75,36,97,92,55,96,26,27,46,35,4,40,74,89,49,51,61,50,72,56
2061,86,89,69,91,24,35,6,10,66,76,99,100,39,81,94,41,68,80,54,75,93,18,89,67,80,54,34,38,15,48,28,32,26,39,16,7,21,89,52,79,93,91,96,6,76,87,85,9,53,10,52,3,53,2,31,39,36,52,99,12,83,62,45,67,4,73,43,95,79,59,22,50,27,30,84,86,76,31,84,81,56,98,86,61,40,67,76,90,3,28,70,18,28,99,81,53,31,81,63,32
2236,99,78,26,25,96,84,25,54,87,24,92,76,15,26,38,50,13,72,3,89,100,93,37,63,17,56,53,92,98,8,87,47,38,35,91,45,53,44,92,72,10,31,61,12,10,7,99,97,27,93,44,76,75,47,32,71,59,30,41,66,32,36,22,31,79,75,53,28,31,74,72,20,36,36,79,33,45,95,71,99,8,93,71,91,85,42,6,70,26,66,53,27,66,49,4,56,91,95,29,43
1452,67,77,69,30,40,57,73,2,0,24,22,79,48,52,80,96,63,86,25,35,33,0,77,51,17,23,1,34,14,18,68,19,74,64,70,9,47,64,97,55,87,18,71,14,86,83,36,73,90,74,79,79,76,42,22,42,50,20,94,14,25,49,38,89,11,20,8,33,70,55,58,50,9,58,36,46,42,63,65,27,78,59,33,97,84,9,25,99,15,97,77,36,22,93,36,0,25,35,70,56
1775,78,80,63,85,70,13,17,93,89,85,53,0,59,92,44,82,77,43,27,43,42,55,29,71,3,16,12,56,9,68,38,58,76,72,58,34,26,8,63,27,4,83,77,71,40,8,88,85,41,73,99,32,43,62,14,83,31,42,94,13,71,5,64,96,95,5,91,46,4,63,3,40,54,71,77,53,98,66,79,50,76,23,57,36,97,68,29,43,63,98,95,0,91,84,8,95,59,49,26,99
1927,37,27,17,83,37,17,47,62,56,66,90,38,70,39,58,82,0,79,96,6,35,32,80,44,73,46,54,47,29,51,71,99,74,75,55,67,51,87,66,63,57,36,42,73,52,52,18,71,28,67,71,54,33,27,43,1,37,63,55,79,37,53,33,45,36,72,63,67,36,40,80,68,42,98,67,76,73,71,57,2,51,19,41,8,25,99,10,92,16,36,32,67,89,61,96,36,25,47,0,99
2277,41,35,55,25,21,82,96,88,68,44,96,53,94,20,0,94,78,83,90,57,77,98,77,99,50,67,0,64,63,6,49,94,45,8,46,58,44,14,90,93,36,16,78,62,24,54,26,42,46,48,40,100,52,0,98,84,30,7,89,19,57,43,95,30,52,98,50,77,18,36,55,30,5,93,72,9,14,38,48,35,4,60,69,81,58,15,25,82,57,33,15,14,73,54,66,45,23,71,3,59
1573,79,87,48,0,36,7,96,87,31,33,6,11,86,50,70,66,16,80,1,63,25,38,28,30,36,53,99,24,1,13,90,96,90,0,96,65,36,48,69,64,4,80,13,3,96,6,27,89,55,70,92,73,8,99,54,18,51,79,46,38,47,2,21,71,42,16,24,33,15,50,55,29,34,94,63,46,1,30,16,12,44,79,65,36,45,63,9,59,31,52,51,7,90,90,87,10,34,96,92,88
2109,28,71,64,2,64,60,53,34,21,87,89,37,85,49,49,60,0,57,18,16,7,63,2,60,76,33,43,25,63,68,62,99,31,29,1,90,72,77,90,53,73,53,53,59,55,55,52,24,52,47,40,36,74,86,57,27,66,51,96,74,58,29,84,80,78,42,85,75,32,59,3,90,65,42,38,24,86,87,35,31,53,85,42,91,98,51,37,44,41,55,24,40,67,10,29,6,93,61,22,30
1940,71,35,70,7,42,83,98,56,71,82,16,66,78,94,98,32,61,8,42,78,51,47,59,22,7,16,28,32,51,59,71,100,21,67,40,51,31,52,37,1,22,85,32,99,85,41,89,10,87,47,53,58,76,75,58,95,99,78,68,33,66,37,94,14,42,68,58,15,46,63,27,3,15,40,0,59,83,53,4,48,97,10,80,100,59,85,30,24,13,20,28,48,26,17,16,93,83,7,99,39
1848,68,15,62,75,78,86,23,70,80,17,62,50,22,82,41,73,13,54,57,91,73,27,23,81,74,34,59,12,32,45,30,54,47,62,86,21,36,57,44,12,24,84,39,0,94,11,28,98,62,19,16,97,88,95,44,43,49,37,6,8,18,9,67,77,54,33,84,38,56,9,29,14,75,59,55,3,34,46,15,88,25,42,86,96,18,93,32,42,79,12,79,84,31,29,91,41,6,100,3,75
2178,46,1,22,23,27,3,31,54,75,24,99,99,18,83,54,15,31,71,77,100,16,32,74,34,45,10,73,64,96,50,50,40,18,76,82,55,63,69,3,28,76,48,56,39,7,61,16,77,15,24,25,95,18,26,78,10,67,98,91,48,53,4,60,82,91,98,46,96,56,48,47,35,12,42,54,45,40,45,74,64,56,7,27,10,97,100,8,26,21,21,59,15,87,18,5,29,18,54,4,97
1968,98,88,94,37,90,13,5,90,29,93,33,33,5,73,37,25,5,85,6,36,65,78,23,73,100,63,29,45,4,31,71,43,81,23,17,66,31,72,63,0,32,59,4,57,25,2,50,93,2,51,77,1,21,12,37,17,76,40,65,41,32,29,53,63,43,89,15,87,56,92,51,21,96,54,84,63,57,82,48,68,6,73,46,4,65,61,55,46,97,35,4,99,58,76,78,89,21,83,13,90
2047,63,10,15,99,85,61,45,37,72,7,57,13,30,52,57,53,54,76,93,31,63,36,32,29,34,67,71,76,1,52,3,39,44,100,98,61,93,23,9,14,50,34,35,61,23,87,95,96,84,65,79,47,74,60,78,59,54,1,29,87,78,56,16,43,82,3,73,86,84,36,93,51,46,14,49,82,2,93,58,64,80,48,25,18,82,98,15,9,97,3,19,39,96,33,58,56,44,70,16,58
1742,48,24,4,45,57,37,39,42,34,32,97,17,28,61,13,13,60,73,100,81,54,56,59,61,41,85,4,73,21,10,31,97,12,11,96,22,17,99,1,5,45,27,48,33,45,15,77,50,54,45,52,0,95,8,6,24,0,93,84,89,24,16,27,32,81,73,36,59,11,4,43,2,86,62,18,15,94,58,43,77,17,45,41,64,2,72,26,88,0,39,12,54,11,10,28,62,36,60,55,32
1850,36,75,22,34,90,71,79,99,52,14,55,14,48,70,100,62,48,71,82,1,99,1,68,4,64,71,5,7,6,30,62,63,91,36,34,42,27,8,69,2,74,91,87,9,8,37,65,72,13,63,89,17,75,58,83,70,2,40,42,59,78,71,33,37,54,75,87,21,84,65,52,75,100,78,89,68,13,52,86,64,3,37,1,30,92,32,64,43,24,82,26,72,78,0,30,76,13,100,39,63
2185,50,48,68,14,4,13,28,61,31,51,48,85,71,47,31,89,30,25,40,66,9,86,35,64,79,9,91,10,45,74,7,94,1,17,75,1,83,22,55,91,0,46,72,97,16,87,1,2,76,64,37,23,44,52,28,56,98,90,32,74,99,97,76,36,15,75,30,53,95,71,58,97,94,34,3,2,73,33,43,47,18,10,92,52,84,32,13,46,13,26,58,81,86,96,33,62,37,24,65,99
1850,57,8,26,80,21,40,10,4,78,33,72,13,88,28,28,87,25,72,54,31,14,75,11,27,15,25,40,86,79,84,34,22,79,62,91,47,12,17,35,73,86,91,68,14,56,27,41,20,64,74,75,47,52,96,71,9,35,28,87,90,8,7,38,71,22,44,63,61,0,34,83,64,99,24,95,68,89,18,92,39,39,31,14,40,33,16,32,20,14,54,88,60,81,97,96,83,4,97,5,90
1899,40,86,59,7,75,27,94,88,20,100,82,69,57,31,59,74,86,41,5,96,87,72,9,56,43,3,54,68,14,17,19,24,28,41,77,40,51,38,31,75,14,90,9,74,47,72,74,16,1,56,57,19,58,43,66,42,38,70,25,69,81,54,57,74,44,80,16,27,84,49,94,41,2,33,26,100,7,84,54,69,78,40,96,20,55,63,35,11,6,75,67,42,79,54,65,10,90,34,37,39
1871,15,87,8,21,65,47,80,75,94,69,54,41,42,62,20,16,19,78,15,91,29,38,31,23,37,36,19,84,15,56,41,79,83,75,33,21,6,64,68,74,91,42,11,34,46,18,18,70,71,61,31,66,49,39,86,37,40,5,100,8,57,57,91,86,91,46,54,63,97,32,87,20,84,65,63,62,81,89,21,44,22,94,43,65,83,2,22,15,42,23,5,14,49,44,0,97,23,44,21,80
2178,70,18,69,34,30,95,71,71,24,33,18,15,0,31,82,87,57,60,34,12,72,43,98,57,66,21,98,90,35,23,10,70,75,9,86,3,56,56,22,8,77,28,25,21,78,71,45,31,24,100,23,20,69,40,37,67,88,38,54,16,16,25,67,13,83,5,95,100,63,53,34,62,8,2,99,98,62,37,79,24,48,55,30,58,51,76,76,45,92,42,60,100,33,41,35,23,5,11,42,70
1942,32,41,96,31,4,7,16,49,97,62,30,0,11,100,6,27,83,37,100,14,36,65,96,55,40,8,84,68,27,11,57,96,53,41,86,21,0,76,18,22,63,27,88,56,92,15,19,22,48,4,24,49,94,50,61,17,45,23,63,59,16,60,28,55,81,18,37,17,98,67,65,48,52,38,18,85,59,43,47,0,20,52,29,87,52,17,90,27,37,97,53,30,94,50,20,17,93,89,5,92
2032,29,35,40,92,34,0,71,32,5,30,75,9,20,68,34,73,11,14,92,73,64,95,77,60,12,48,56,86,35,64,46,9,85,70,2,33,100,62,84,97,90,0,89,90,48,77,20,42,53,74,49,53,58,65,14,85,55,15,44,65,5,66,37,36,15,0,40,13,49,74,33,73,55,86,92,17,44,100,88,46,79,51,52,44,90,52,88,34,91,23,47,8,18,17,14,0,74,48,60,78
1980,37,74,30,19,25,64,25,35,50,94,71,45,41,46,81,36,97,23,89,100,39,26,70,22,77,80,97,6,83,79,87,95,97,52,10,25,89,95,95,11,90,46,66,63,81,87,39,10,27,70,18,57,51,50,87,33,54,85,44,10,96,5,7,4,17,25,41,25,94,19,68,63,13,12,9,44,20,13,47,76,41,41,0,71,61,79,26,50,85,87,52,29,4,96,36,26,60,23,97,76
1805,0,73,98,48,65,36,32,28,84,40,96,54,62,74,32,82,25,76,97,76,6,0,65,50,5,39,38,16,38,39,95,91,20,57,32,45,1,15,15,91,29,12,38,11,39,6,42,3,32,15,95,71,33,19,30,30,58,82,73,47,68,39,92,28,100,78,80,100,43,47,12,11,50,53,67,42,52,77,58,0,6,70,83,91,80,68,19,38,34,91,60,81,63,62,32,99,44,30,89,55
1976,33,7,67,69,40,86,27,10,2,64,27,7,26,34,89,22,8,27,58,21,24,54,31,75,71,52,59,85,77,53,10,2,46,90,62,37,72,26,20,46,23,34,74,53,11,89,50,45,53,88,1,35,1,26,31,77,99,50,39,4,58,5,62,64,30,66,49,29,86,2,61,81,88,57,55,18,81,87,65,20,100,53,69,36,83,34,80,51,4,7,90,7,68,68,34,10,53,6,27,30
2378,48,30,33,85,6,13,57,24,32,100,90,39,83,92,6,66,10,29,71,54,86,63,62,22,92,76,68,66,97,5,72,63,91,99,28,97,94,48,18,54,61,39,1,21,66,21,45,36,69,52,26,24,96,40,96,75,21,95,5,50,37,18,71,84,74,41,80,18,64,89,0,100,58,69,12,56,75,93,0,87,48,79,0,22,70,43,58,22,94,0,26,13,74,60,78,15,29,18,7,56
1862,91,27,5,35,73,29,58,29,63,43,47,94,78,99,39,5,78,26,7,100,64,52,50,19,42,55,23,51,48,15,6,71,86,81,12,83,54,94,76,51,98,38,42,57,22,42,24,23,5,29,36,66,96,65,45,39,20,43,20,19,79,7,78,70,76,38,60,62,43,62,84,81,77,57,86,64,47,32,27,88,41,40,100,54,50,24,67,68,65,24,70,42,68,37,20,54,4,82,35,37
1951,60,76,85,95,63,84,32,65,81,44,9,77,15,18,69,43,6,5,96,7,62,20,55,47,61,93,53,23,1,27,58,31,86,55,88,96,24,87,57,43,5,80,37,25,93,87,8,78,69,83,7,31,40,87,76,68,13,21,31,46,54,23,91,96,89,82,12,57,73,70,96,46,43,30,74,79,18,45,15,37,68,31,93,24,47,49,24,69,14,66,70,15,66,14,1,5,46,3,37,33
2194,76,38,40,14,49,67,14,5,53,40,77,78,38,21,54,8,45,58,65,19,30,24,44,20,76,76,32,75,98,37,44,59,89,1,15,13,95,76,14,13,33,82,11,32,23,53,34,18,93,32,81,32,85,44,75,8,84,60,77,58,58,51,86,7,80,49,8,87,76,64,40,34,78,59,42,12,17,2,18,100,46,51,91,58,90,99,65,68,32,57,85,51,93,62,34,93,74,10,59,36
1893,61,83,74,88,97,86,64,57,99,63,87,28,76,72,98,47,5,53,65,56,33,51,28,35,35,56,1,37,81,62,1,38,53,83,0,24,27,60,27,94,62,22,43,8,17,7,62,90,19,49,47,57,77,23,69,98,32,68,26,9,73,28,64,94,54,45,38,15,51,87,3,99,63,66,66,97,80,71,97,49,56,12,36,78,84,1,94,19,32,33,54,7,95,88,62,57,94,100,64,88
1969,43,7,86,22,35,89,59,46,64,91,51,93,30,62,20,85,53,85,68,84,17,64,84,91,67,57,30,58,5,70,85,0,14,78,90,65,60,53,70,36,12,72,55,40,89,81,74,59,39,72,22,54,0,57,83,9,38,4,82,33,26,52,30,80,66,29,59,51,27,81,29,91,53,2,21,29,6,61,37,63,18,45,5,90,39,89,52,66,24,10,29,0,5,83,82,75,11,27,23,72
2048,37,4,30,34,13,38,24,86,68,58,80,33,49,58,66,40,68,32,39,56,90,73,60,68,40,43,62,11,3,47,33,6,70,91,84,69,0,77,31,56,3,43,68,55,86,47,29,55,2,47,61,37,68,30,85,41,97,9,54,33,94,30,63,20,72,94,76,50,20,20,71,42,49,8,56,75,18,8,24,49,41,74,65,10,80,45,47,59,6,34,9,49,18,5,73,47,100,83,100,28
1657,93,88,23,26,53,5,77,4,3,79,32,84,57,2,36,25,5,70,49,52,53,54,14,48,50,84,53,6,25,17,4,67,97,51,80,64,5,30,44,0,32,28,82,42,71,42,5,2,57,21,75,62,48,57,3,85,40,17,16,26,7,77,12,41,45,12,27,56,97,46,18,27,35,5,28,87,81,13,98,81,30,41,69,82,53,68,32,29,60,2,97,47,24,20,6,66,15,40,62,79
2049,8,8,43,36,20,30,39,64,64,87,18,71,57,39,60,1,97,59,56,7,85,85,15,10,23,37,83,17,7,37,41,85,16,4,27,22,84,26,12,49,5,34,7,72,57,100,32,67,6,80,69,14,93,12,51,92,48,24,50,40,24,79,88,57,67,99,92,100,91,61,19,88,21,35,78,5,17,43,27,43,59,52,48,61,9,70,75,82,57,81,68,18,42,65,10,46,73,18,87,12
2116,28,45,80,6,2,27,60,2,47,53,13,96,19,39,13,10,93,55,93,83,54,68,87,86,94,46,23,27,69,24,31,18,47,13,64,81,28,32,88,90,70,50,64,60,62,56,1,82,19,75,44,50,0,65,56,42,71,59,39,76,39,69,86,18,93,23,21,40,49,20,95,25,75,98,69,63,100,53,58,100,67,10,91,90,89,88,16,53,54,20,18,56,7,35,19,42,34,99,52,99
2226,93,57,7,33,16,69,44,20,91,100,70,85,100,60,58,28,60,43,88,46,31,20,69,55,90,70,100,68,83,26,70,96,0,59,83,9,79,45,56,57,27,70,76,86,54,32,86,56,81,78,99,28,67,63,38,96,84,69,33,14,58,89,5,38,2,10,75,95,0,39,47,38,77,71,6,21,12,45,83,72,9,48,100,6,100,6,38,35,81,82,10,27,21,54,75,30,49,74,12,100
